nThreads, MatrixName, NRows, NCol, NZ, k, time, err_rel, GFLOPS
25, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 4, 0.000892, 0.000000, 11.420881
26, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 4, 0.000887, 0.000000, 11.484855
27, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 4, 0.000877, 0.000000, 11.616665
28, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 4, 0.000866, 0.000000, 11.765637
29, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 4, 0.000868, 0.000000, 11.730007
30, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 4, 0.000904, 0.000000, 11.263852
31, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 4, 0.000887, 0.000000, 11.485826
32, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 4, 0.000872, 0.000000, 11.684163
33, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 4, 0.000862, 0.000000, 11.824271
34, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 4, 0.000873, 0.000000, 11.674877
35, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 4, 0.000865, 0.000000, 11.780317
36, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 4, 0.000871, 0.000000, 11.693108
37, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 4, 0.000860, 0.000000, 11.842691
38, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 4, 0.001124, 0.000000, 9.064908
39, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 4, 0.000884, 0.000000, 11.526927
1, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.014450, 0.000000, 1.409967
2, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.014365, 0.000000, 1.418338
3, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.008403, 0.000000, 2.424507
4, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.003646, 0.000000, 5.587722
5, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.003011, 0.000000, 6.767261
6, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.002563, 0.000000, 7.950515
7, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.002236, 0.000000, 9.111950
8, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.002268, 0.000000, 8.983201
9, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.002470, 0.000000, 8.249848
10, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.002167, 0.000000, 9.403515
11, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.001830, 0.000000, 11.132409
12, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.001993, 0.000000, 10.221277
13, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.002374, 0.000000, 8.581956
14, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.002193, 0.000000, 9.289299
15, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.002168, 0.000000, 9.397130
16, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.002023, 0.000000, 10.070573
17, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.001928, 0.000000, 10.567217
18, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.001962, 0.000000, 10.383119
19, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.002042, 0.000000, 9.975751
20, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.001976, 0.000000, 10.309611
21, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.001740, 0.000000, 11.710970
22, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.001829, 0.000000, 11.138261
23, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.004043, 0.000000, 5.039600
24, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.001696, 0.000000, 12.012077
25, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.001810, 0.000000, 11.254553
26, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.001718, 0.000000, 11.859624
27, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.001648, 0.000000, 12.359936
28, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.001618, 0.000000, 12.593730
29, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.001539, 0.000000, 13.241774
30, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.001781, 0.000000, 11.441042
31, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.001520, 0.000000, 13.408073
32, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.001582, 0.000000, 12.882648
33, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.001708, 0.000000, 11.929143
34, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.001618, 0.000000, 12.593438
35, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.001630, 0.000000, 12.500881
36, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.003965, 0.000000, 5.139164
37, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.001631, 0.000000, 12.494986
38, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.001646, 0.000000, 12.376364
39, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 8, 0.001638, 0.000000, 12.441564
1, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.019296, 0.000000, 1.583849
2, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.012796, 0.000000, 2.388359
3, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.008184, 0.000000, 3.734359
4, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.006093, 0.000000, 5.016215
5, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.004599, 0.000000, 6.644618
6, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.003943, 0.000000, 7.751396
7, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.003429, 0.000000, 8.912331
8, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.003096, 0.000000, 9.869779
9, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.002926, 0.000000, 10.443769
10, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.002820, 0.000000, 10.836875
11, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.002662, 0.000000, 11.481103
12, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.003656, 0.000000, 8.358505
13, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.003489, 0.000000, 8.760068
14, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.003268, 0.000000, 9.352750
15, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.003151, 0.000000, 9.697783
16, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.003029, 0.000000, 10.090037
17, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.002922, 0.000000, 10.457594
18, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.002854, 0.000000, 10.710099
19, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.002761, 0.000000, 11.069350
20, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.002637, 0.000000, 11.589073
21, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.002571, 0.000000, 11.886654
22, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.002546, 0.000000, 12.002613
23, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.002519, 0.000000, 12.133379
24, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.002757, 0.000000, 11.085867
25, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.002719, 0.000000, 11.239436
26, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.002524, 0.000000, 12.109348
27, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.002616, 0.000000, 11.680867
28, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.002601, 0.000000, 11.748976
29, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.002483, 0.000000, 12.310137
30, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.002574, 0.000000, 11.873891
31, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.002378, 0.000000, 12.853876
32, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.002532, 0.000000, 12.070269
33, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.002661, 0.000000, 11.482934
34, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.002697, 0.000000, 11.330417
35, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.002585, 0.000000, 11.820594
36, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.003719, 0.000000, 8.216992
37, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.002510, 0.000000, 12.177859
38, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.002572, 0.000000, 11.884045
39, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 12, 0.002537, 0.000000, 12.043940
1, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.026917, 0.000000, 1.513869
2, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.016675, 0.000000, 2.443697
3, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.010686, 0.000000, 3.813142
4, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.007781, 0.000000, 5.236821
5, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.006206, 0.000000, 6.565740
6, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.005211, 0.000000, 7.819870
7, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.005069, 0.000000, 8.039506
8, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.004807, 0.000000, 8.476727
9, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.004311, 0.000000, 9.452245
10, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.003902, 0.000000, 10.442249
11, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.003676, 0.000000, 11.084783
12, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.003604, 0.000000, 11.307503
13, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.004719, 0.000000, 8.635557
14, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.004366, 0.000000, 9.333619
15, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.004815, 0.000000, 8.462033
16, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.003975, 0.000000, 10.250246
17, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.003772, 0.000000, 10.802731
18, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.003589, 0.000000, 11.352244
19, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.003499, 0.000000, 11.644942
20, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.003377, 0.000000, 12.064835
21, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.003339, 0.000000, 12.205528
22, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.003347, 0.000000, 12.176230
23, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.003294, 0.000000, 12.369044
24, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.003279, 0.000000, 12.426044
25, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.003406, 0.000000, 11.963209
26, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.003286, 0.000000, 12.401899
27, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.003274, 0.000000, 12.444600
28, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.003312, 0.000000, 12.302081
29, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.003237, 0.000000, 12.590224
30, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.003266, 0.000000, 12.477506
31, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.003305, 0.000000, 12.330783
32, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.003450, 0.000000, 11.812480
33, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.003422, 0.000000, 11.906072
34, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.003390, 0.000000, 12.019853
35, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.003450, 0.000000, 11.810107
36, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.003502, 0.000000, 11.636212
37, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.004284, 0.000000, 9.512518
38, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.003188, 0.000000, 12.782882
39, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 16, 0.003213, 0.000000, 12.683262
1, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.058367, 0.000000, 1.396292
2, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.034599, 0.000000, 2.355499
3, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.022645, 0.000000, 3.598854
4, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.017835, 0.000000, 4.569537
5, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.013729, 0.000000, 5.936271
6, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.011639, 0.000000, 7.002126
7, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.010209, 0.000000, 7.982547
8, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.009292, 0.000000, 8.770900
9, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.008403, 0.000000, 9.698594
10, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.007621, 0.000000, 10.693242
11, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.007723, 0.000000, 10.552140
12, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.007404, 0.000000, 11.006476
13, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.006778, 0.000000, 12.023298
14, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.006662, 0.000000, 12.233280
15, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.008808, 0.000000, 9.252884
16, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.008002, 0.000000, 10.185092
17, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.008616, 0.000000, 9.458548
18, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.007703, 0.000000, 10.579581
19, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.008510, 0.000000, 9.576318
20, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.007720, 0.000000, 10.556274
21, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.007600, 0.000000, 10.723765
22, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.007267, 0.000000, 11.214654
23, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.006642, 0.000000, 12.270399
24, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.007041, 0.000000, 11.575218
25, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.006904, 0.000000, 11.804442
26, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.007147, 0.000000, 11.402303
27, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.006921, 0.000000, 11.775752
28, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.007019, 0.000000, 11.610172
29, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.006724, 0.000000, 12.119431
30, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.006887, 0.000000, 11.833468
31, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.006790, 0.000000, 12.002418
32, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.006717, 0.000000, 12.132618
33, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.009185, 0.000000, 8.873246
34, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.006493, 0.000000, 12.551018
35, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.006098, 0.000000, 13.365602
36, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.006514, 0.000000, 12.510899
37, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.005991, 0.000000, 13.602940
38, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.006467, 0.000000, 12.601990
39, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 32, 0.006325, 0.000000, 12.885279
1, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.112880, 0.000000, 1.443955
2, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.060156, 0.000000, 2.709526
3, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.040845, 0.000000, 3.990504
4, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.032701, 0.000000, 4.984317
5, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.025828, 0.000000, 6.310671
6, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.022397, 0.000000, 7.277424
7, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.019194, 0.000000, 8.491708
8, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.017552, 0.000000, 9.286181
9, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.015613, 0.000000, 10.439706
10, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.015748, 0.000000, 10.350275
11, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.014778, 0.000000, 11.029630
12, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.013056, 0.000000, 12.484644
13, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.013193, 0.000000, 12.354204
14, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.016764, 0.000000, 9.722585
15, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.012092, 0.000000, 13.479182
16, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.014094, 0.000000, 11.564701
17, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.012051, 0.000000, 13.525205
18, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.015220, 0.000000, 10.709226
19, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.014806, 0.000000, 11.008626
20, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.014878, 0.000000, 10.955208
21, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.014809, 0.000000, 11.006498
22, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.014713, 0.000000, 11.077927
23, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.013576, 0.000000, 12.006023
24, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.013830, 0.000000, 11.785824
25, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.014070, 0.000000, 11.584620
26, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.013985, 0.000000, 11.655093
27, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.013421, 0.000000, 12.144859
28, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.013452, 0.000000, 12.116946
29, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.013643, 0.000000, 11.947118
30, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.014310, 0.000000, 11.390572
31, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.013426, 0.000000, 12.140092
32, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.013136, 0.000000, 12.408531
33, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.012594, 0.000000, 12.942665
34, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.013043, 0.000000, 12.496388
35, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.012015, 0.000000, 13.565967
36, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.011736, 0.000000, 13.888742
37, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.012161, 0.000000, 13.402826
38, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.011493, 0.000000, 14.181763
39, ../measurements/matrix_files/mac_econ_fwd500.mtx, 206500, 206500, 1273389, 64, 0.012371, 0.000000, 13.175374
1, ../measurements/matrix_files/cant.mtx, 62451, 62451, 4007383, 3, 0.014019, 0.000000, 1.715133
2, ../measurements/matrix_files/cant.mtx, 62451, 62451, 4007383, 3, 0.008647, 0.000000, 2.780643
3, ../measurements/matrix_files/cant.mtx, 62451, 62451, 4007383, 3, 0.005165, 0.000000, 4.655116
4, ../measurements/matrix_files/cant.mtx, 62451, 62451, 4007383, 3, 0.003858, 0.000000, 6.232000
5, ../measurements/matrix_files/cant.mtx, 62451, 62451, 4007383, 3, 0.003149, 0.000000, 7.634537
6, ../measurements/matrix_files/cant.mtx, 62451, 62451, 4007383, 3, 0.002693, 0.000000, 8.927121
7, ../measurements/matrix_files/cant.mtx, 62451, 62451, 4007383, 3, 0.002327, 0.000000, 10.333351
8, ../measurements/matrix_files/cant.mtx, 62451, 62451, 4007383, 3, 0.002065, 0.000000, 11.643249
9, ../measurements/matrix_files/cant.mtx, 62451, 62451, 4007383, 3, 0.002092, 0.000000, 11.491709
10, ../measurements/matrix_files/cant.mtx, 62451, 62451, 4007383, 3, 0.001785, 0.000000, 13.471414
11, ../measurements/matrix_files/cant.mtx, 62451, 62451, 4007383, 3, 0.002214, 0.000000, 10.860340
12, ../measurements/matrix_files/cant.mtx, 62451, 62451, 4007383, 3, 0.002104, 0.000000, 11.429004
13, ../measurements/matrix_files/cant.mtx, 62451, 62451, 4007383, 3, 0.001947, 0.000000, 12.348837
